"","iid","tr","ID_tr.x","begin.x","end.x","duration.x","belief_cost.x","kwh_led.x","kwh_cfl.x","yuan.x","belief_carbon.x","relative_1.x","relative_2.x","q1.x","q2.x","q3.x","q4.x","q5.x","q6.x","q7.x","q8.x","q9.x","q10.x","q11.x","q12.x","q13.x","q14.x","q15.x","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income.x","home.x","own_bulb.x","w_price.x","w_life.x","w_energy.x","w_carbon.x","w_light.x","w_hg.x","cc_belief.x","cc_support_1.x","cc_support_2.x","cc_support_3.x","cc_support_4.x","cc_support_5.x","cc_support_6.x","cc_action_1.x","cc_action_2.x","cc_action_3.x","cc_action_4.x","ideal.x","purpose.x","purpose_other.x","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2","ID_tr.y","begin.y","end.y","duration.y","地理位置国家和地区","地理位置省","地理位置市","belief_cost.y","kwh_led.y","kwh_cfl.y","yuan.y","belief_carbon.y","relative_1.y","relative_2.y","q1.y","q2.y","q3.y","q4.y","q5.y","q6.y","q7.y","q8.y","q9.y","q10.y","q11.y","q12.y","q13.y","q14.y","q15.y","income.y","home.y","own_bulb.y","w_price.y","w_life.y","w_energy.y","w_carbon.y","w_light.y","w_hg.y","cc_belief.y","cc_support_1.y","cc_support_2.y","cc_support_3.y","cc_support_4.y","cc_support_5.y","cc_support_6.y","cc_action_1.y","cc_action_2.y","cc_action_3.y","cc_action_4.y","ideal.y","purpose.y","purpose_other.y","switch_1_new"
"41","o34xe0_f0VrJCq2-OHvZXj8q0AsQ","M",297,"2021/1/7 17:57","2021/1/7 18:06",558,2,87.6,87.6,0,2,NA,8,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,3,5,9,"",2,2,2,2,2,3,"中国","江西省","宜春市","B.女",32,"D.大学本科",62,62,677,"2021/2/5 17:21","2021/2/5 17:24",152,"中国","江西省","南昌市",3,100,100,100,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10000,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,8,"",2
"42","o34xe0_FPc03DNJtcmLh3ov5ishk","E",54,"2021/1/7 17:18","2021/1/7 17:22",291,3,1,1,0,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,3,1,1,1,1,1,3,1,3,4,2,2,3,3,4,10,"",1,3,2,2,2,1,"中国","重庆市","重庆市","A.男",39,"B.高中/中专/技校",62,62,348,"2021/2/5 17:11","2021/2/5 17:15",213,"中国","湖南省","长沙市",3,100,100,0,2,NA,9,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,5,10,"",62
"43","o34xe0_FZbc83MwB-PBgXB16qlp4","M",2,"2021/1/7 17:15","2021/1/7 17:16",60,2,900,9088,864,1,5,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,2,3,1,2,1,1,1,3,3,1,4,1,2,1,3,4,2,3,3,8,"",1,2,1,2,2,3,"中国","湖北省","武汉市","A.男",59,"B.高中/中专/技校",62,38,8,"2021/2/5 17:09","2021/2/5 17:10",42,"中国","湖北省","孝感市",2,30,1000,10000,1,3,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,10,1,2,3,3,3,1,1,1,2,1,1,4,1,3,1,3,1,3,1,3,4,"",30
"44","o34xe0_G9004iJ9fylQpTBBO6oQM","E",104,"2021/1/7 17:17","2021/1/7 17:25",467,2,1200,2400,1200,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,1,2,2,1,3,2,2,2,2,2,2,3,2,2,1,4,5,9,"",2,3,1,2,1,3,"中国","湖北省","武汉市","B.女",26,"D.大学本科",62,62,841,"2021/2/5 17:27","2021/2/5 17:32",309,"中国","湖北省","",2,1200,1800,240,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,2,2,1,3,1,1,1,1,2,1,3,2,1,1,3,6,9,"",62
"45","o34xe0_GEv2EXyBLEdZAi4zK7-sg","E",334,"2021/1/7 18:16","2021/1/7 18:23",432,2,87600,87600,0,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.8,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,"",1,3,2,2,2,2,"中国","广东省","东莞市","B.女",22,"D.大学本科",50,62,747,"2021/2/5 17:23","2021/2/5 17:27",218,"中国","广东省","广州市",3,87600,87600,0,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,45000,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,9,"",50
"47","o34xe0_hklLdwbsc6_gD-y7i46VE","M",119,"2021/1/7 17:15","2021/1/7 17:26",681,2,30,44,10,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,3,4,1,2,1,1,1,2,2,3,4,1,2,1,3,5,8,"",2,2,2,2,2,2,"中国","北京市","北京市","A.男",26,"C.大学专科",62,62,2048,"2021/2/7 18:04","2021/2/7 18:10",357,"中国","北京市","北京市",2,60,100,200,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,120000,1,1,3,1,2,2,1,2,1,1,1,2,2,3,4,1,1,1,4,4,8,"",62
"49","o34xe0_HOuEvo0kGua8YTJOS6eC0","E",230,"2021/1/7 17:37","2021/1/7 17:41",281,3,160,180,20,1,3,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,8,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,5,"",1,2,2,3,3,3,"中国","湖北省","黄冈市","A.男",35,"C.大学专科",34,2,812,"2021/2/5 17:22","2021/2/5 17:30",463,"中国","湖北省","黄冈市",2,92,80,20,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,3,2,1,1,1,2,2,2,2,2,2,1,3,3,2,2,1,3,3,2,"",46
"50","o34xe0_hpDOWLuJ1gZuJCEjovyhw","E",295,"2021/1/7 17:57","2021/1/7 18:01",263,2,10,10,30,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,6,5,"",1,4,4,4,1,1,"中国","天津市","天津市","B.女",37,"B.高中/中专/技校",62,62,83,"2021/2/5 17:08","2021/2/5 17:11",161,"中国","天津市","天津市",2,40,40,30,1,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,"",62
"51","o34xe0_Hpv42B0NNdn7EDM-JmHog","M",48,"2021/1/7 17:15","2021/1/7 17:21",352,2,100,200,100,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,2,1,3,1,1,1,2,2,2,2,3,3,1,2,2,2,4,11,"如何从身旁应对全球变暖",1,2,2,2,2,2,"中国","宁夏回族自治区","银川市","A.男",30,"B.高中/中专/技校",62,62,131,"2021/2/5 17:08","2021/2/5 17:12",191,"中国","宁夏回族自治区","固原市",2,50,100,50,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,2,2,2,1,1,1,2,3,1,1,4,4,2,2,2,3,2,11,"灯泡对全球变暖的影响",62
"52","o34xe0_hZhl4zInew2wQ0Va7VNPI","E",397,"2021/1/7 19:38","2021/1/7 19:49",619,2,0.3,0.4,300,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,1,1,1,1,1,2,3,2,1,3,4,1,2,1,3,2,9,"",1,2,2,2,1,3,"中国","四川省","泸州市","B.女",29,"B.高中/中专/技校",62,62,2017,"2021/2/7 15:15","2021/2/7 15:22",406,"中国","四川省","",2,800,200,300,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,50000,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,3,2,3,2,5,"",62
"53","o34xe0_iHq54ZUqSlZEbQeRT_I_M","M",339,"2021/1/7 18:34","2021/1/7 18:37",153,2,50,60,100,1,5,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,3,"",2,1,1,2,1,1,"中国","河北省","石家庄市","B.女",29,"D.大学本科",62,2,30,"2021/2/5 17:08","2021/2/5 17:10",99,"中国","河北省","石家庄市",2,18,16,20,1,4,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,10,1,2,1,3,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,3,9,"",6
"56","o34xe0_JGBKusJ6q54-qWBRfdk30","C",392,"2021/1/7 19:27","2021/1/7 19:35",468,2,8,16,4,2,NA,5,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,17,3,1,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,3,4,11,"了解人们消费心理以及对由于环保造成成本提高的承受度",2,2,3,3,3,2,"中国","陕西省","","A.男",24,"D.大学本科",14,14,203,"2021/2/5 17:08","2021/2/5 17:13",265,"中国","陕西省","",2,14.6,29.2,7,2,NA,5,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,15,3,1,2,2,2,3,1,2,2,2,2,3,2,2,3,2,2,1,3,4,9,"",26
"58","o34xe0_jZstif7S4avCl_Fqv9E1I","E",313,"2021/1/7 18:04","2021/1/7 18:11",394,2,160,300,40,2,NA,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,1,1,1,1,2,3,1,1,1,1,1,2,2,2,3,1,2,1,2,4,1,"",2,1,2,1,1,2,"中国","山东省","","A.男",34,"C.大学专科",34,34,1211,"2021/2/5 18:04","2021/2/5 18:08",233,"中国","山东省","",2,300,500,100,2,NA,8,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,3,1,1,1,1,1,2,1,4,4,2,2,2,3,4,6,"",50
"59","o34xe0_KGLrRx81majUShK4KW9ew","M",290,"2021/1/7 17:55","2021/1/7 18:03",479,1,87.6,87.6,0,1,9,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,20,1,1,1,3,3,3,2,1,3,2,2,2,2,2,2,2,2,3,2,4,6,"",2,3,2,2,2,1,"中国","广西壮族自治区","南宁市","A.男",35,"D.大学本科",30,6,426,"2021/2/5 17:11","2021/2/5 17:16",319,"中国","广西壮族自治区","防城港市",1,350,350,100,1,7,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,4,1,1,2,4,1,1,1,1,2,3,2,3,3,1,1,2,3,3,10,"",2
"60","o34xe0_KIFYkd2U9p3obv8SmtdAI","E",460,"2021/1/8 12:41","2021/1/8 12:52",615,1,100,70,150,1,5,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,4,3,2,2,2,2,1,1,1,2,2,1,2,3,1,1,1,2,4,9,"",2,3,2,2,2,3,"中国","山东省","济南市","A.男",31,"E.硕士及以上",2,62,352,"2021/2/5 17:08","2021/2/5 17:15",384,"中国","山东省","青岛市",1,72000,48000,24000,1,6,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,1,1,2,1,2,2,2,1,1,2,2,2,1,3,3,1,2,1,2,4,3,"",2
"62","o34xe0_kUculzqyFwrirEikPYxec","E",430,"2021/1/7 21:38","2021/1/7 21:45",407,3,120,100,60,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,"",1,1,1,1,1,1,"中国","湖北省","黄冈市","B.女",23,"D.大学本科",2,34,1353,"2021/2/5 18:39","2021/2/5 18:44",261,"中国","湖北省","黄冈市",3,360,300,200,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,"",2
"64","o34xe0_LbQwEG3YFSh74S4UtaS9A","C",158,"2021/1/7 17:17","2021/1/7 17:29",720,3,14.6,15,50,2,NA,7,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,10,1,2,2,2,1,3,2,1,2,1,2,2,2,4,2,1,3,1,3,4,3,"",2,3,2,2,2,2,"中国","云南省","玉溪市","A.男",30,"D.大学本科",42,42,512,"2021/2/5 17:08","2021/2/5 17:18",590,"中国","云南省","玉溪市",2,55,65,10,1,8,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,1,4,2,2,1,3,2,4,2,1,2,2,1,1,1,1,3,1,1,4,3,"",42
"65","o34xe0_LDqQ47kH3bOruNyCs36uQ","C",296,"2021/1/7 17:55","2021/1/7 18:02",437,1,60,60,300,1,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,8,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,3,1,4,8,"",2,3,2,2,2,2,"中国","河南省","","B.女",30,"D.大学本科",34,30,1116,"2021/2/5 17:46","2021/2/5 17:55",519,"中国","河南省","",1,150,100,400,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,7,2,4,1,1,1,2,2,1,1,2,2,2,2,2,2,1,3,3,1,5,9,"",2
"66","o34xe0_lFGrI8QExHAatfGSx0JKM","E",21,"2021/1/7 17:18","2021/1/7 17:20",135,3,0.24,0.24,100,2,NA,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,2,2,3,2,3,4,2,3,2,3,3,2,3,2,4,3,2,5,2,"",1,2,3,3,1,2,"中国","江苏省","南京市","B.女",49,"D.大学本科",34,2,388,"2021/2/5 17:12","2021/2/5 17:15",189,"中国","江苏省","",2,2,2,120,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+05,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,9,"",62
"67","o34xe0_LHfYBzaPoBMT99RPNj5D4","M",432,"2021/1/7 23:01","2021/1/7 23:08",445,2,87600,90000,300,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,12,1,1,2,2,2,2,1,1,3,2,2,3,2,3,2,1,3,1,4,4,3,"",2,3,2,2,2,3,"中国","青海省","西宁市","B.女",30,"D.大学本科",50,30,1902,"2021/2/7 12:07","2021/2/7 12:16",535,"中国","青海省","",3,2400,3000,2500,2,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,1,1,2,2,2,2,1,1,2,1,2,2,2,2,3,1,4,1,4,4,10,"",38
"70","o34xe0_N5XsPTiyy28ar8a9sCLRQ","M",428,"2021/1/7 22:32","2021/1/7 22:36",272,2,200,150,300,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,"",1,1,1,1,1,1,"中国","山东省","泰安市","B.女",58,"A.初中及以下",62,62,1763,"2021/2/6 11:47","2021/2/6 11:50",152,"中国","山东省","泰安市",2,200,200,200,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,"",62
"71","o34xe0_Nh87psntgIfZBao2IYIWE","M",413,"2021/1/7 21:38","2021/1/7 21:40",147,2,2400,3000,1000,1,4,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,"",1,1,1,1,1,1,"中国","山西省","","A.男",24,"E.硕士及以上",30,54,436,"2021/2/5 17:14","2021/2/5 17:16",156,"中国","山西省","",2,100,120,34,2,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,2,3,1,1,2,1,1,1,1,3,3,1,1,1,2,2,2,2,5,9,"",30
"72","o34xe0_nzoastCnXafwmmL2G6BqQ","C",386,"2021/1/7 19:16","2021/1/7 19:28",753,2,15,58,44,2,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,2,1,2,1,2,2,1,1,2,2,1,2,2,2,3,2,2,2,3,5,8,"",2,2,2,2,2,2,"中国","福建省","","A.男",29,"C.大学专科",34,34,1961,"2021/2/7 12:43","2021/2/7 12:58",888,"中国","福建省","",2,26,30,190,2,NA,8,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,2,1,2,2,2,2,1,1,2,2,2,2,2,3,3,1,1,1,3,5,9,"",50
"74","o34xe0_oRGA-TrsXvRkfJnvLdc4k","C",343,"2021/1/7 18:14","2021/1/7 18:27",736,1,117,58,59,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,4,2,3,2,2,2,2,2,1,1,1,2,1,3,3,1,1,1,2,4,3,"",1,2,2,2,1,2,"中国","湖南省","长沙市","B.女",39,"B.高中/中专/技校",6,14,753,"2021/2/5 17:18","2021/2/5 17:27",531,"中国","湖南省","张家界市",1,87,58,20,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,"",2
"75","o34xe0_PId9sZG7Vw4A1sfiy7JXc","C",75,"2021/1/7 17:16","2021/1/7 17:23",396,1,876,876,0,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,1,4,1,4,6,10,"",4,4,1,1,1,1,"中国","贵州省","","A.男",37,"D.大学本科",30,34,1900,"2021/2/7 11:58","2021/2/7 12:16",1032,"中国","贵州省","",2,120,120,30,2,NA,7,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,1,1,2,1,2,1,1,1,1,1,1,2,2,3,3,1,1,3,1,5,6,"",50
"76","o34xe0_PNobf5EfBfzVyd_2YejY0","C",91,"2021/1/7 17:20","2021/1/7 17:24",210,2,150,200,50,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,"",1,1,1,1,1,1,"中国","福建省","","B.女",26,"D.大学本科",62,62,1299,"2021/2/5 18:28","2021/2/5 18:30",134,"中国","福建省","",2,50,50,50,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,"",2
"77","o34xe0_Pr9G-ieBst7zicIRP7w7Q","C",280,"2021/1/7 17:41","2021/1/7 17:57",965,1,180,100,80,1,8,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,20,1,4,2,2,1,3,2,1,2,1,1,2,1,3,3,1,3,3,4,4,4,"",2,2,2,3,2,2,"中国","福建省","福州市","A.男",54,"B.高中/中专/技校",30,30,186,"2021/2/5 17:08","2021/2/5 17:12",251,"中国","福建省","",2,120,130,10,2,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,1,1,2,3,2,3,2,1,3,2,2,1,2,3,3,1,3,3,3,4,4,"",34
"78","o34xe0_PRGyuUxLFJ2lD524_8_Nk","E",388,"2021/1/7 19:12","2021/1/7 19:21",542,1,90,100,20,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,2,4,3,2,1,2,1,1,2,2,2,2,1,3,2,1,2,2,3,3,8,"",3,3,2,2,2,1,"中国","四川省","成都市","B.女",24,"D.大学本科",2,2,60,"2021/2/5 17:09","2021/2/5 17:11",107,"中国","四川省","成都市",2,90,50,100,2,NA,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,60000,2,4,3,1,1,3,1,1,2,2,2,2,2,3,3,2,2,2,2,3,9,"",14
"79","o34xe0_pU8B7Spz8pFOxFVccr7Fo","M",163,"2021/1/7 17:28","2021/1/7 17:31",208,3,10,10,5,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,4,1,"",2,3,3,2,2,2,"中国","河北省","秦皇岛市","B.女",28,"D.大学本科",62,62,688,"2021/2/5 17:22","2021/2/5 17:24",139,"中国","河北省","秦皇岛市",2,5,5,5,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,7,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,1,2,3,2,4,10,"",2
"81","o34xe0_pxVw5EyNAhlPVU125xgEY","E",450,"2021/1/8 8:22","2021/1/8 8:30",516,2,30,30,90,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,4,1,1,1,1,2,1,1,1,1,2,2,2,3,2,1,2,1,2,5,8,"",2,2,2,2,2,2,"中国","广东省","广州市","A.男",34,"B.高中/中专/技校",42,42,1719,"2021/2/6 1:18","2021/2/6 1:25",424,"中国","广东省","",1,22,20,60,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,4,1,1,1,2,2,2,1,1,1,2,2,2,3,3,2,2,2,3,4,9,"",30
"82","o34xe0_Q1EQgtq1YeYhmHNJaaPnQ","M",400,"2021/1/7 20:31","2021/1/7 20:36",306,2,600,600,200,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,4,1,1,1,2,3,2,2,3,2,2,3,2,3,3,2,3,3,3,4,1,"",3,2,2,2,2,2,"中国","广东省","","A.男",33,"B.高中/中专/技校",62,62,66,"2021/2/5 17:08","2021/2/5 17:11",143,"中国","四川省","",2,60,40,200,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10000,4,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,"",62
"84","o34xe0_QBauvUJPUJpqkspiF2GHU","E",115,"2021/1/7 17:17","2021/1/7 17:25",508,3,20,20,500,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,3,9,"",2,2,2,2,2,2,"中国","安徽省","合肥市","A.男",40,"C.大学专科",30,30,144,"2021/2/5 17:10","2021/2/5 17:12",100,"中国","安徽省","合肥市",3,50,50,20,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,4,1,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,8,"",50
"85","o34xe0_QBRwR8VcqliF6MXLphui0","C",225,"2021/1/7 17:28","2021/1/7 17:38",604,2,22,45,12,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,1,3,1,1,2,1,1,1,1,1,4,1,2,4,1,1,2,4,3,8,"",2,4,2,2,2,1,"中国","安徽省","六安市","B.女",36,"D.大学本科",62,62,1983,"2021/2/7 12:52","2021/2/7 13:27",2128,"中国","安徽省","",2,9,44,20,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,1,1,3,1,1,3,2,1,1,2,1,3,2,2,4,1,2,3,2,4,8,"",62
