"","iid","tr","ID_tr","begin","end","duration","belief_cost","kwh_led","kwh_cfl","yuan","belief_carbon","relative_1","relative_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income","home","own_bulb","w_price","w_life","w_energy","w_carbon","w_light","w_hg","cc_belief","cc_support_1","cc_support_2","cc_support_3","cc_support_4","cc_support_5","cc_support_6","cc_action_1","cc_action_2","cc_action_3","cc_action_4","ideal","purpose","purpose_other","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2"
"74","o34xe0_LDqQ47kH3bOruNyCs36uQ","C",296,"2021/1/7 17:55","2021/1/7 18:02",437,1,60,60,300,1,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,8,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,3,1,4,8,"",2,3,2,2,2,2,"中国","河南省","","B.女",30,"D.大学本科",34,30
"75","o34xe0_lFGrI8QExHAatfGSx0JKM","E",21,"2021/1/7 17:18","2021/1/7 17:20",135,3,0.24,0.24,100,2,NA,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,2,2,3,2,3,4,2,3,2,3,3,2,3,2,4,3,2,5,2,"",1,2,3,3,1,2,"中国","江苏省","南京市","B.女",49,"D.大学本科",34,2
"76","o34xe0_LHfYBzaPoBMT99RPNj5D4","M",432,"2021/1/7 23:01","2021/1/7 23:08",445,2,87600,90000,300,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,12,1,1,2,2,2,2,1,1,3,2,2,3,2,3,2,1,3,1,4,4,3,"",2,3,2,2,2,3,"中国","青海省","西宁市","B.女",30,"D.大学本科",50,30
"79","o34xe0_mZG-g4uN7I-kTCiCOjJko","M",98,"2021/1/7 17:22","2021/1/7 17:25",163,2,300,600,300,2,NA,4,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,"",1,1,1,1,1,1,"中国","天津市","天津市","B.女",20,"D.大学本科",30,62
"80","o34xe0_MZi1X1BiMuTplGKOYt-JM","M",29,"2021/1/7 17:15","2021/1/7 17:20",276,3,100,100,0,2,NA,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,25,2,1,2,2,2,3,1,3,1,2,2,2,2,1,2,1,1,1,2,3,4,"",2,3,3,2,2,2,"中国","广东省","","B.女",56,"D.大学本科",34,50
"81","o34xe0_N5XsPTiyy28ar8a9sCLRQ","M",428,"2021/1/7 22:32","2021/1/7 22:36",272,2,200,150,300,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,"",1,1,1,1,1,1,"中国","山东省","泰安市","B.女",58,"A.初中及以下",62,62
"82","o34xe0_Nh87psntgIfZBao2IYIWE","M",413,"2021/1/7 21:38","2021/1/7 21:40",147,2,2400,3000,1000,1,4,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,"",1,1,1,1,1,1,"中国","山西省","","A.男",24,"E.硕士及以上",30,54
"83","o34xe0_nZ9a9GkefMo_WG6xL786A","M",302,"2021/1/7 18:02","2021/1/7 18:09",450,3,300,300,30,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,"",1,2,2,2,2,2,"中国","福建省","福州市","B.女",26,"B.高中/中专/技校",42,62
"84","o34xe0_nzoastCnXafwmmL2G6BqQ","C",386,"2021/1/7 19:16","2021/1/7 19:28",753,2,15,58,44,2,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,2,1,2,1,2,2,1,1,2,2,1,2,2,2,3,2,2,2,3,5,8,"",2,2,2,2,2,2,"中国","福建省","","A.男",29,"C.大学专科",34,34
"87","o34xe0_oRGA-TrsXvRkfJnvLdc4k","C",343,"2021/1/7 18:14","2021/1/7 18:27",736,1,117,58,59,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,4,2,3,2,2,2,2,2,1,1,1,2,1,3,3,1,1,1,2,4,3,"",1,2,2,2,1,2,"中国","湖南省","长沙市","B.女",39,"B.高中/中专/技校",6,14
"89","o34xe0_PcPPPEDGCj6q2wrw9z5ig","E",204,"2021/1/7 17:17","2021/1/7 17:36",1121,2,87.6,100,23,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,3,1,2,1,1,2,1,1,1,1,2,1,2,1,3,1,1,1,2,5,9,"",1,2,2,2,2,2,"中国","广西壮族自治区","","B.女",31,"C.大学专科",62,62
"90","o34xe0_PId9sZG7Vw4A1sfiy7JXc","C",75,"2021/1/7 17:16","2021/1/7 17:23",396,1,876,876,0,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,1,4,1,4,6,10,"",4,4,1,1,1,1,"中国","贵州省","","A.男",37,"D.大学本科",30,34
"91","o34xe0_PNobf5EfBfzVyd_2YejY0","C",91,"2021/1/7 17:20","2021/1/7 17:24",210,2,150,200,50,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,"",1,1,1,1,1,1,"中国","福建省","","B.女",26,"D.大学本科",62,62
"92","o34xe0_Pr9G-ieBst7zicIRP7w7Q","C",280,"2021/1/7 17:41","2021/1/7 17:57",965,1,180,100,80,1,8,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,20,1,4,2,2,1,3,2,1,2,1,1,2,1,3,3,1,3,3,4,4,4,"",2,2,2,3,2,2,"中国","福建省","福州市","A.男",54,"B.高中/中专/技校",30,30
"93","o34xe0_PRGyuUxLFJ2lD524_8_Nk","E",388,"2021/1/7 19:12","2021/1/7 19:21",542,1,90,100,20,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,2,4,3,2,1,2,1,1,2,2,2,2,1,3,2,1,2,2,3,3,8,"",3,3,2,2,2,1,"中国","四川省","成都市","B.女",24,"D.大学本科",2,2
"94","o34xe0_pU8B7Spz8pFOxFVccr7Fo","M",163,"2021/1/7 17:28","2021/1/7 17:31",208,3,10,10,5,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,4,1,"",2,3,3,2,2,2,"中国","河北省","秦皇岛市","B.女",28,"D.大学本科",62,62
"96","o34xe0_pxVw5EyNAhlPVU125xgEY","E",450,"2021/1/8 8:22","2021/1/8 8:30",516,2,30,30,90,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,4,1,1,1,1,2,1,1,1,1,2,2,2,3,2,1,2,1,2,5,8,"",2,2,2,2,2,2,"中国","广东省","广州市","A.男",34,"B.高中/中专/技校",42,42
"97","o34xe0_Q1EQgtq1YeYhmHNJaaPnQ","M",400,"2021/1/7 20:31","2021/1/7 20:36",306,2,600,600,200,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,4,1,1,1,2,3,2,2,3,2,2,3,2,3,3,2,3,3,3,4,1,"",3,2,2,2,2,2,"中国","广东省","","A.男",33,"B.高中/中专/技校",62,62
"99","o34xe0_QBauvUJPUJpqkspiF2GHU","E",115,"2021/1/7 17:17","2021/1/7 17:25",508,3,20,20,500,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,3,9,"",2,2,2,2,2,2,"中国","安徽省","合肥市","A.男",40,"C.大学专科",30,30
"100","o34xe0_QBRwR8VcqliF6MXLphui0","C",225,"2021/1/7 17:28","2021/1/7 17:38",604,2,22,45,12,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,1,3,1,1,2,1,1,1,1,1,4,1,2,4,1,1,2,4,3,8,"",2,4,2,2,2,1,"中国","安徽省","六安市","B.女",36,"D.大学本科",62,62
"101","o34xe0_QgTvo2muL9mEvsc79T8rM","M",220,"2021/1/7 17:37","2021/1/7 17:40",196,2,50,100,500,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,"",1,1,1,1,1,1,"中国","辽宁省","大连市","A.男",39,"C.大学专科",62,62
"103","o34xe0_qluWrlS666bP85NeRXGdI","M",245,"2021/1/7 17:39","2021/1/7 17:46",405,1,180,150,15,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,4,3,"",1,1,1,1,1,1,"中国","山西省","太原市","A.男",50,"C.大学专科",2,2
"104","o34xe0_rMxg64kHs6Wd9ctA-BZlA","E",207,"2021/1/7 17:17","2021/1/7 17:36",1128,3,87.6,87.6,0,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10,1,4,2,2,2,3,1,2,2,1,1,2,1,3,3,1,1,3,2,3,3,"",2,2,2,2,2,3,"中国","北京市","北京市","B.女",39,"D.大学本科",30,50
"106","o34xe0_s36ogfMvGqlFhreFPs6jM","M",121,"2021/1/7 17:21","2021/1/7 17:27",335,2,20,36,10,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,2,4,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,3,4,9,"",1,3,2,2,1,2,"中国","福建省","厦门市","A.男",45,"C.大学专科",62,62
"107","o34xe0_sp3aSoM2wtHJoNiFWOnD0","E",411,"2021/1/7 20:47","2021/1/7 20:48",75,1,50,400,40,1,1,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,20,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,3,2,1,3,1,6,"",4,1,1,1,1,1,"中国","四川省","","A.男",21,"D.大学本科",34,10
"108","o34xe0_T3FDq-1htwmtQzAPQisD4","M",346,"2021/1/7 18:41","2021/1/7 18:46",306,1,1e+05,1000,500,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,3,4,4,"",2,4,2,2,2,2,"中国","湖北省","黄石市","B.女",31,"A.初中及以下",2,2
"109","o34xe0_UG3BYN1A-qTYWd951VS3A","C",341,"2021/1/7 18:22","2021/1/7 18:26",215,3,40,45,5,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,5,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,"",1,1,1,1,1,1,"中国","湖北省","武汉市","A.男",38,"C.大学专科",26,18
"110","o34xe0_urLgdEs8KMN9lLJaOHSj0","M",83,"2021/1/7 17:15","2021/1/7 17:24",499,2,50,150,100,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,3,"",1,3,3,1,1,1,"中国","辽宁省","","B.女",42,"B.高中/中专/技校",62,62
"111","o34xe0_uu7s_GAPLoRlsAkOD6E7U","E",159,"2021/1/7 17:24","2021/1/7 17:29",325,3,10,10,0,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,4,1,2,2,2,1,2,2,3,3,1,1,1,3,4,8,"",1,3,3,2,3,2,"中国","吉林省","","B.女",44,"C.大学专科",42,58
"112","o34xe0_V_y0UN3ajKYSXY-p447FA","E",235,"2021/1/7 17:40","2021/1/7 17:42",160,1,45,20,60,2,NA,7,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,8,3,2,1,1,1,2,1,2,3,2,1,1,1,2,1,1,1,2,2,3,5,"",2,1,1,1,1,1,"中国","辽宁省","营口市","A.男",25,"E.硕士及以上",2,2
"113","o34xe0_VcIxCtdM6wAOMTCEwcxtk","E",180,"2021/1/7 17:21","2021/1/7 17:32",655,2,3.6,36.5,120,2,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,3,5,9,"",2,3,2,2,2,2,"中国","黑龙江省","","A.男",40,"D.大学本科",50,50
"114","o34xe0_VLije9XzQd2cv3OTjGoQc","M",387,"2021/1/7 19:45","2021/1/7 20:00",942,2,12,16,21,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,1,1,2,1,2,2,2,1,2,2,2,1,2,4,4,1,2,1,2,5,9,"",1,1,1,1,1,2,"中国","四川省","巴中市","A.男",39,"B.高中/中专/技校",50,62
"116","o34xe0_wjrtFIJ9JyWv_2Sw2dVCg","E",372,"2021/1/7 18:55","2021/1/7 19:01",362,2,15,30,7,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,3,4,1,"",2,2,2,1,1,2,"中国","湖北省","武汉市","A.男",40,"D.大学本科",62,62
"120","o34xe0_XhtwxcmCa7OZ5741a2KCc","E",258,"2021/1/7 17:34","2021/1/7 17:47",837,1,200,160,16,1,8,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,4,5,3,"",2,4,3,2,1,2,"中国","吉林省","吉林市","B.女",33,"D.大学本科",6,62
"121","o34xe0_XjTlw7y1h_9hS82fLADUI","E",352,"2021/1/7 18:30","2021/1/7 18:37",447,2,1460,1500,50,2,NA,4,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,"",2,2,2,2,2,1,"中国","山东省","",NA,NA,NA,50,34
"122","o34xe0_xMI3gwy_AvcsUMHfk403I","M",212,"2021/1/7 17:18","2021/1/7 17:39",1237,2,20,40,30,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,3,1,2,3,1,3,3,2,3,3,2,2,3,2,2,2,2,4,1,"",2,3,2,3,2,2,"中国","陕西省","","A.男",39,"E.硕士及以上",62,62
"123","o34xe0_y_aQg6ioRAt0ygsVkes9o","E",377,"2021/1/7 17:54","2021/1/7 19:08",4412,3,6,15,30,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,6,7,"",1,1,1,1,1,1,"中国","广东省","梅州市","B.女",42,"B.高中/中专/技校",62,62
"124","o34xe0_y_JiT5rN7MeZexoHfHW_U","M",236,"2021/1/7 17:35","2021/1/7 17:44",531,2,15,18,3,2,NA,8,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,2,2,2,1,3,1,1,1,1,1,1,3,1,2,1,3,3,5,"",2,2,3,2,1,2,"中国","河北省","石家庄市","A.男",47,"D.大学本科",42,62
"126","o34xe0_yinRbfu6XDRJA3BhZcr5c","C",78,"2021/1/7 17:16","2021/1/7 17:23",433,2,60,100,40,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,20,1,1,2,1,2,3,4,1,1,1,1,2,2,3,2,1,3,2,4,4,3,"",2,2,2,1,1,2,"中国","吉林省","长春市","A.男",39,"C.大学专科",58,54
"127","o34xe0_ytUcusyb4LKVlwL4ctXQE","M",165,"2021/1/7 17:26","2021/1/7 17:32",358,3,120,100,30,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,4,5,"",2,2,2,2,2,2,"中国","河南省","郑州市","B.女",32,"A.初中及以下",2,62
"128","o34xe0_yZHP1nMv9QNJFfmBWdnHE","E",243,"2021/1/7 17:37","2021/1/7 17:44",451,2,100,150,50,2,NA,6,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17,1,1,3,2,2,2,3,1,1,1,1,1,1,2,2,1,1,1,3,4,11,"节能减排",2,2,2,2,2,2,"中国","福建省","","B.女",43,"D.大学本科",58,62
"129","o34xe0_yzS6mSF7XUOw2dIt6pemY","E",455,"2021/1/8 12:12","2021/1/8 12:19",431,2,90,90,30,2,NA,7,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,"",2,2,2,2,2,2,"中国","江苏省","盐城市","A.男",40,"D.大学本科",62,62
"132","o34xe0--6nzYuqRbYeaeS4Uf7AUI","E",323,"2021/1/7 18:12","2021/1/7 18:15",186,3,100,80,10,2,NA,5,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,10,1,2,2,1,1,3,1,1,1,2,2,3,2,1,2,1,2,1,2,6,8,"",1,2,1,1,2,1,"中国","江苏省","南京市","A.男",24,"D.大学本科",10,6
"133","o34xe0-0NKp4sA3BvZoxw67tkwWM","C",337,"2021/1/7 18:24","2021/1/7 18:25",68,2,4,5,30,1,6,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,50,1,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,1,2,8,"",3,1,1,1,1,1,"中国","福建省","","B.女",57,"B.高中/中专/技校",62,62
"136","o34xe0-4mAYhyO_tj615K9RxYqk8","C",46,"2021/1/7 17:16","2021/1/7 17:21",287,3,10,15,30,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,4,2,"",1,2,2,1,1,1,"中国","北京市","北京市","A.男",30,"A.初中及以下",34,14
"138","o34xe0-5bSWSXBbuvYzPfrUFcWkw","M",404,"2021/1/7 20:46","2021/1/7 20:52",353,2,40,80,20,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,10,"",1,1,1,1,1,1,"中国","辽宁省","沈阳市","B.女",35,"C.大学专科",62,62
"139","o34xe0-5FaC9AIGDC4NFOIQC-tuc","C",243,"2021/1/7 17:33","2021/1/7 17:42",538,1,21.6,91,43,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,4,1,"",2,3,2,2,2,2,"中国","广东省","","B.女",54,"C.大学专科",62,62
"140","o34xe0-5QPtTSteSzPeABcjVEU-o","E",134,"2021/1/7 17:23","2021/1/7 17:27",229,1,300,350,150,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,20,1,1,2,2,1,2,2,2,2,1,2,3,2,2,1,2,2,2,1,5,8,"",2,3,2,1,1,2,"中国","新疆维吾尔自治区","昌吉回族自治州","A.男",22,"D.大学本科",46,50
"141","o34xe0-5VDJ8_dLqBwK2BWFUG4JQ","C",329,"2021/1/7 18:08","2021/1/7 18:20",708,1,86,70,25,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,"",2,2,2,2,2,2,"中国","广东省","","A.男",24,"D.大学本科",26,26
"142","o34xe0-67bsm24Qs58JBxfi_5HEw","M",95,"2021/1/7 17:19","2021/1/7 17:25",355,3,87.6,87.6,20,1,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1.5,2,2,1,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,3,2,3,"",2,3,3,3,3,2,"中国","四川省","成都市","A.男",29,"E.硕士及以上",26,14
"143","o34xe0-6RZPS8FI9rk2QLPu0GY40","M",419,"2021/1/7 17:27","2021/1/7 22:08",16871,2,14,29,9,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,1,3,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,3,1,"",2,2,3,2,2,2,"中国","广西壮族自治区","","A.男",57,"C.大学专科",62,62
"144","o34xe0-7syakUBykTtS0N26kEzMg","C",155,"2021/1/7 17:16","2021/1/7 17:28",744,3,100,100,80,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,2,4,2,1,1,1,1,1,1,1,1,3,2,3,4,1,3,1,4,5,9,"",1,4,2,1,1,2,"中国","广东省","东莞市","A.男",29,"A.初中及以下",50,50
"145","o34xe0-8Psc86UfIWBpu4hFZblrQ","E",75,"2021/1/7 17:21","2021/1/7 17:23",132,3,0.5,0.5,10,2,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,"",1,1,1,1,1,1,"中国","山东省","","B.女",29,"D.大学本科",2,2
"146","o34xe0-8u8ZtnK3fNSIbff1eK4SA","C",437,"2021/1/7 23:52","2021/1/7 23:57",298,3,40,50,20,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,"",1,1,1,1,1,1,"中国","安徽省","","A.男",35,"B.高中/中专/技校",62,62
"147","o34xe0-9haK1tyehwsIG1lM6IooI","E",451,"2021/1/8 9:20","2021/1/8 9:35",887,2,8.7,18,38,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,2,1,1,1,1,2,2,1,4,3,1,3,1,3,4,5,"",2,3,2,2,1,1,"中国","山西省","","A.男",36,"D.大学本科",62,62
